13259	5812	0.9892150988615938
6451	5812	0.9828240463351308
8113	6094	0.10884761334132215
13815	6094	0.10844817255841821
3405	2588	0.013541042540443379
631	2588	0.013541042540443379
9702	2588	0.06011583782704214
10636	2588	0.014379868184541641
171	2588	0.013920511284202118
11736	2588	0.013700818853604952
5271	2588	0.012842021170361493
7457	2588	0.014220091871380068
637	2588	0.013001797483523066
4618	2588	0.06011583782704214
11695	2588	0.020571200319552625
5264	2588	0.020770920711004594
5735	4683	0.05012981825444378
6169	4683	0.048532055122828044
11706	4683	0.05012981825444378
7689	4238	0.037347713201517876
786	4238	0.11204313960455363
10069	4238	0.042141002596365086
13799	4238	0.11164369882164969
850	4238	0.06391052526462952
9794	4238	0.03674855202716197
303	4238	0.043938486119432796
814	4238	0.03674855202716197
986	4238	0.04054323946474935
9378	4238	0.04054323946474935
2065	4238	0.03495106850409427
3662	4238	0.035749950069902135
2025	4238	0.042141002596365086
4628	4238	0.06351108448172559
2978	4238	0.05771919312961853
2693	4238	0.08647892949870181
251	4238	0.06391052526462952
753	4238	0.10944677451567805
13924	4238	0.11144397843019772
10962	4238	0.0329538645895746
2925	4238	0.05771919312961853
13125	4238	0.057319752346714596
2911	4238	0.057319752346714596
4226	4238	0.02236868384262033
1717	4238	0.03235470341521869
10213	4238	0.039944078290393446
11216	4238	0.043938486119432796
4785	4238	0.059516676652686236
11661	4238	0.028759736369083282
8108	4238	0.02895945676053525
8105	4238	0.06351108448172559
12487	4238	0.04154184142200919
6479	4238	0.04313960455362492
6736	4238	0.05592170960655083
11804	4238	0.03035749950069902
1061	4238	0.04254044337926902
4095	4238	0.03255442380667066
2463	4238	0.04473736768524066
12662	4238	0.03035749950069902
9420	4238	0.044138206510884764
1765	4238	0.02616337128020771
4799	4238	0.03435190732973837
272	4238	0.025763930497303775
2323	4238	0.03055721989215099
4435	4238	0.059516676652686236
305	4238	0.046335130816856404
5823	4238	0.03874575594168165
6037	4238	0.035749950069902135
4797	725	0.013001797483523066
3405	725	0.01262232873976433
631	725	0.01262232873976433
10151	725	0.013541042540443379
206	725	0.015458358298382265
966	725	0.012842021170361493
5909	725	0.013760734971040545
3573	725	0.033752746155382464
9792	725	0.013161573796684643
11086	2782	0.06311164369882165
4354	2782	0.08727781106450969
8863	2782	0.020970641102456562
3733	2782	0.020970641102456562
9067	2782	0.06411024565608149
12252	2782	0.08328340323547034
6044	3309	0.06930297583383263
1585	3309	0.06990213700818854
7689	3872	0.027960854803275415
786	3872	0.035749950069902135
10069	3872	0.037347713201517876
13799	3872	0.03634911124425804
850	3872	0.03654883163571001
9794	3872	0.037747153984421807
303	3872	0.0347513481126423
814	3872	0.037747153984421807
986	3872	0.037547433592969845
9378	3872	0.037547433592969845
2065	3872	0.09986019572598362
3662	3872	0.027761134411823447
2025	3872	0.037347713201517876
4628	3872	0.03714799281006591
2978	3872	0.03435190732973837
2693	3872	0.035749950069902135
251	3872	0.03654883163571001
753	3872	0.03495106850409427
13924	3872	0.03495106850409427
10962	3872	0.050529259037347715
2925	3872	0.03435190732973837
13125	3872	0.037347713201517876
2911	3872	0.037347713201517876
4226	3872	0.03055721989215099
1717	3872	0.052726183343319355
10213	3872	0.03674855202716197
