P02283	Q9VQ79	0
Q6IG51	Q9VGJ5	0
P32392	Q9V3V0	0
Q9VR92	Q9VGU4	0
Q9VF23	Q9VBV4	0
Q8IMX8	Q9W087	0
Q7K4M4	Q24207	0
Q9VEW2	Q9V3G3	0
Q9VDL0	Q9VSY6	0
Q9VJ16	A1ZAC2	0
Q26307	Q9VY87	0
Q7JUN9	Q9VQ79	0
Q95RG8	Q9VNP4	0
Q9VC48	Q9V4A1	0
Q9V3E5	Q9VHD3	0
Q9VIA5	Q9VWH8	0
Q9VEI3	A1Z7K2	0
Q9VMU0	Q9VLK8	0
Q8T3W3	Q9VTI8	0
Q9VBI3	Q9V3Z2	0
P07665	Q9VMI9	0
Q9V3I1	Q8IPA8	0
Q9VI58	Q9VWJ9	0
O76857	Q8IH24	0
P05812	P12613	0
A1Z892	Q9W062	0
Q9W192	P62152	0
Q9VWH4	Q960X8	0
Q9VI32	Q8MRL1	0
Q9W368	Q9I7S8	0
Q9VN39	Q9W245	0
Q8I8V0	P16241	0
Q9VDZ5	Q9VFY5	0
Q05344	Q9VH94	0
Q9VAF3	Q9W4C1	0
Q9VQQ0	Q9VUJ1	0
P48612	Q9VLK2	0
Q9VSH7	Q7JV70	0
A1ZAL1	Q7K5K9	0
Q9W4Z6	Q9VF44	0
Q9VW14	Q9VNB9	0
Q7K2L4	Q9VR90	0
O76521	Q9VMU4	0
Q9W0Y2	A1Z9G7	0
Q9U6R9	Q9W1S2	0
P36192	P36179	0
Q9VWY7	Q9VLT8	0
Q9VHG5	Q8SYG2	0
Q9VKF3	Q9W2N0	0
P02833	Q9VLN1	0
Q9VE04	A1ZAU4	0
Q9VM69	P91622	0
Q9VQ11	Q9VDV2	0
Q9VJ18	Q9VMP9	0
Q9I7K0	B6VQ99	0
Q8IPA2	Q9VG96	0
Q6IG37	Q9VYA4	0
Q9VCW1	Q9VJJ0	0
Q9VGN9	Q9VP29	0
Q9VK23	Q9VNL8	0
Q9VGE2	P45594	0
A1ZAL7	Q9VZZ1	0
Q9VQI4	Q9VQL1	0
P18487	Q9V6U8	0
Q9VNE2	Q9VY44	0
Q9VLA2	Q9VW91	0
P22813	Q9VW08	0
P40423	A1Z759	0
Q9V6B9	Q9V3V0	0
P07185	Q7K527	0
Q9VU13	Q9VZZ1	0
Q7JQN4	Q8I0P9	0
Q9VTC1	Q0KHV6	0
Q7JQT9	Q9VLK8	0
Q9W4M9	Q9VWD5	0
Q24423	Q9VDE3	0
Q9VQH6	Q9VZ61	0
Q9VJC2	Q9VW56	0
A1Z7D2	Q9VWS7	0
Q9VG00	Q9V9I2	0
Q4QPY0	P02518	0
Q9VTX2	O46050	0
Q9V3D4	Q9VEW1	0
Q24239	Q9VTH4	0
Q9NK57	Q9NIP6	0
Q9VIW0	Q8SX24	0
Q6AWN0	Q8SZY7	0
Q9W0X8	Q9VAU6	0
Q9VIQ2	Q9V579	0
Q9VFJ1	Q95V55	0
Q868T3	P20349	0
Q9VUN7	Q9VEW0	0
Q9VWS9	Q9VRE6	0
Q9VUN3	Q9VWW0	0
Q9VFX1	Q7K4B4	0
Q9VUZ3	Q9VV02	0
Q9XZ58	Q9VBZ2	0
Q9VMM3	Q9VEP1	0
Q9V813	Q9VDT9	0
Q9VA70	Q9VTT2	0
Q9VFA2	Q9VLK8	0
Q9VCF1	Q9W056	0
Q0E940	Q9VJ53	0
O96660	Q7JYV7	0
Q9VGQ5	Q9VTT1	0
Q7JX87	Q961B3	0
Q9VTE1	P26023	0
Q9VED0	Q7K3J0	0
Q8STG9	A1Z6W5	0
Q9VRT7	P81900	0
Q9VQF9	O76861	0
Q9W533	Q9VE04	0
Q94890	Q9VU59	0
