O23252	Q9LPT1	0
Q9LFG2	Q39182	0
Q39244	P60660	0
Q9ZUA5	Q96KQ7	0
P63329	Q9LNJ4	0
Q03250	Q13151	0
O65924	Q38935	0
P50883	D3ZAK6	0
Q9HB71	P70550	0
Q3SWS8	Q9S9J5	0
Q94F12	P17077	0
Q4AEF8	Q9SL42	0
Q9C576	Q9LIJ8	0
Q9FNJ9	F1RS11	0
Q9SW07	O80338	0
Q94JV2	Q9EPB1	0
Q42347	Q9SYQ8	0
Q9LT39	Q9LQT8	0
Q63965	Q84WL9	0
Q9LHE9	Q9FNN6	0
F4ICB5	Q0WVE8	0
Q9M1K0	Q9SW96	0
Q9Z2Q1	Q13492	0
Q9NZB2	P63017	0
Q9FZK0	Q5TB30	0
Q9ZUP3	Q9LYC2	0
Q9Y3A2	Q05196	0
Q8H0X6	Q5PPJ9	0
P63100	Q501F9	0
O65924	Q8H1D9	0
Q9ZUI4	Q9LH41	0
Q9FK35	P19838	0
P19024	Q9SZN7	0
Q96PV0	P63029	0
Q39173	Q2HIK4	0
P53619	Q9WTW1	0
Q99518	Q62848	0
Q99N34	G3V9N9	0
Q9C7N7	Q2V3B2	0
P62142	Q8W245	0
O60869	Q9AR19	0
Q5NI92	D5K228	0
Q9SXS7	Q9FKB0	0
D4AEP3	Q9ZW18	0
Q8RWS8	Q9Z136	0
Q39182	Q99MS8	0
P78406	O04196	0
Q94B55	P60711	0
Q9JHY2	Q93WU9	0
Q8RXP3	Q5BKZ1	0
O00567	Q15051	0
F1LYL8	O35115	0
Q9FGQ1	Q9R010	0
Q9LNJ5	Q7TSU1	0
Q8GWE0	Q8BKZ9	0
Q38874	Q0WV96	0
Q8S8E3	Q80WA4	0
Q9SB04	Q9ZW15	0
Q9LF37	Q38998	0
Q8GXN6	Q9FG37	0
P06733	Q9NWT1	0
Q9S9P6	Q05683	0
Q9C5J9	F1SBK5	0
P92994	Q84K50	0
Q9LUT0	Q39182	0
Q9ZNZ7	Q9SVG9	0
O82132	Q61481	0
P35268	O88869	0
Q63073	O81801	0
Q12824	Q9LNT9	0
P04637	Q9QXY2	0
Q5BJK8	Q9SHD3	0
Q9CAG1	Q9FNN6	0
Q8VZE5	D3ZZH2	0
Q9FF98	Q6AZ54	0
Q9LNE0	Q9C6B3	0
Q9M385	D3ZGN7	0
Q8VZJ1	Q9LFY3	0
F1LUW9	Q9SR96	0
Q8N3U4	O95218	0
Q9LJ50	Q8H133	0
Q501B3	O65683	0
Q9C9B5	P0C1Z6	0
Q9HCE1	Q949U7	0
Q9LUS6	Q9SE83	0
Q12891	F4HYV5	0
Q9ZRT5	Q84JE5	0
Q2IBD4	Q9ASZ1	0
Q5EAH9	Q9SUA6	0
Q9FHR8	O80626	0
Q499U4	A9UMV8	0
Q0WTY4	Q9ZUC0	0
P11951	Q9LE10	0
Q99LJ8	P82280	0
F4I8R6	Q9FVQ1	0
Q9JI51	Q9SAD4	0
Q9FIL1	Q0JXE7	0
Q6UN15	Q63374	0
Q9FMX2	D3ZCS4	0
G3V673	Q7Z460	0
O49733	Q920P6	0
Q9FK42	Q31708	0
Q02253	Q63396	0
Q7XJK5	Q9C5C8	0
Q9SU24	O82595	0
Q9FFH3	O35240	0
Q9SB61	Q9SMM5	0
Q6NPE9	P42774	0
P93749	P37090	0
Q9NYI0	Q12965	0
Q9SY91	Q9SI61	0
A3RLA8	Q9SJA7	0
Q9JI66	Q58G01	0
Q9SNY3	A0A0G2K5E4	0
Q9FGU1	Q08849	0
Q39041	Q925S8	0
P23246	Q9SJJ7	0
O15213	Q9FUA4	0
Q8L743	Q9Y6C2	0
Q84K40	A4FU69	0
Q9CQD4	Q9ZVX8	0
Q9S7M2	P17702	0
Q9MAQ0	Q6AYT3	0
Q9ZSJ6	Q93ZD6	0
Q9SW63	P98158	0
Q9FE78	B2RYP8	0
Q9ZW14	P54001	0
B2RYP4	Q945K9	0
Q9LJX0	Q94CF0	0
